id,OrderableName,DosageForm,IvFlag,InactiveDate,DayOrDoseLimit,DefaultMedRoute,ScheduleType,Schedule,Synonym,FormularyStatus,AlertMsg,PatientInstructions,AssociatedImmunization,MedRoutes
2737,ESTRADIOL VALERATE 20MG/ML,"INJ,SOLN",,,30D,INTRAMUSCULAR,,QDAY,[],N/F,[],,,[]
2738,CYCLOPENTOLATE 0.5%,"SOLN,OPH",,,30D,OPHTHALMIC,,ONCE,"[""CYCLOGYL""]",,[],,,[]
2739,METAXALONE,TAB,,,,ORAL,,TID,"[""SKELAXIN""]",N/F,[],PRN ON AN EMPTY STOMACH,,[]
2740,"RHO (D) IMMUNE GLOBULIN,HUMAN",INJ,,,30D,INTRAVENOUS,,AS DIRECTED,"[""IMMUNE""]",N/F,[],,,[]
2741,SKIN PREP,"PAD,TOP",,,,TOPICAL,,QDAY,"[""SKIN-PREP""]",N/F,[],,,[]
2742,MORPHINE SULFATE 20MG/ML,"SOLN,CONC",,,3D,ORAL,,,"[""MORPHINE""]",N/F,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",TO TREAT INTENSE PAIN. (VERY CONCENTRATED!),,[]
2743,METRONIDAZOLE 0.75%,"CREAM,TOP",,,30D,TOPICAL,,QHS,"[""FLAGYL""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2744,"GONADOTROPIN,CHORIONIC",INJ,,,,INTRAMUSCULAR,,,"[""PREGNYL""]",N/F,[],,,[]
2745,RITONAVIR,TAB,,,,ORAL,,DAILY,"[""NORVIR""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",TO TREAT INFECTION,,[]
2746,IBUPROFEN OTC PP,TAB,,,,ORAL,,QID PRN,"[""MOTRIN""]",,[],FOR PAIN &#92 GIVEN IN CLINIC,,[]
2747,ACETAMINOPHEN 160MG/5ML OTC PP,SUSP,,,,ORAL,,Q6H PRN,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FOR PAIN &#92 GIVEN IN CLINIC,,[]
2748,GUAIFENESIN OTC PP,"TAB,SA",,,,ORAL,,BID,"[""MUCINEX""]",,"[""LOOK ALIKE SOUND ALIKE""]",&#92 GIVEN IN CLINIC,,[]
2749,HYDROCORTISONE 1% OTC PP,"CREAM,TOP",,,,TOPICAL,,BID,[],,[],&#92 GIVEN IN CLINIC,,[]
2750,MINERAL OIL/PETROLATUM OTC PP,"CREAM,TOP",,,,TOPICAL,,BID,"[""EUCERIN""]",,[],F DRY SKIN &#92 GIVEN IN CLINIC,,[]
2751,MULTIVIT A/B/D/E/K/ZNC PEDS,"DROPS,ORAL",,"JUL 1,2023",,ORAL,,DAILY,"[""MULTIVIT WITH ZN""]",N/F,[],FOR VITAMIN THERAPY.,,[]
2752,B COMPLEX MULTIVITAMIN,"CAP,ORAL",,,,ORAL,,DAILY,"[""B COMPLEX VITAMIN""]",N/F,[],FOR VITAMINE THERAPY.,,[]
2753,ZZ VSL,"CAP,ORAL",,"SEP 16,2020",,ORAL,,QDAY,[],N/F,[],,,[]
2754,MINERALS/MULTIVITAMINS,"TAB,CHEWABLE",,,,ORAL,,QDAY,"[""CEROVITE JR""]",,[],TO PROVIDE FOR VITAMINS.,,[]
2755,LOPERAMIDE,TAB,,,,ORAL,,,"[""IMODIUM""]",,[],PRN F DIARRHEA (MAX 8 CAPS/DAY),,[]
2756,JAPANESE ENCEPHALITIS VIRUS VACCINE,"INJ,SUSP",,,30D,INTRAMUSCULAR,,ONCE,"[""IXIARO"", ""VACCINE""]",,[],,,[]
2757,SULFACETAMIDE NA 10%/SULFUR 5%,"CREAM,TOP",,,,TOPICAL,,,[],N/F,[],,,[]
2758,LURASIDONE,TAB,,,,ORAL,,QAM,"[""LATUDA""]",,[],TO IMPROVE MOOD. TAKE WITH FOOD.,,[]
2759,PROPYLENE GLYCOL 0.6%,"SOLN,OPH",,,30D,OPHTHALMIC,,QID PRN,"[""SYSTANE BALANCE"", ""SYSTANE COMPLETE PF""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",FOR DRYNESS OF EYE(S),,[]
2760,LAMOTRIGINE,"TAB,SA,24HR (EXTENDED RELEASE)",,,,ORAL,,DAILY,"[""LAMICTAL""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2761,METHYLPHENIDATE,"CAP,SA",,,,ORAL,,DAILY,"[""METADATE CD""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",TO IMPROVE FOCUS AND BEHAVIOR.,,[]
2762,ZZ TRIAMTERENE,"CAP,ORAL",,"JAN 24,2021",,ORAL,,QDAY,[],N/F,[],FOR EXCESS FLUID,,[]
2763,APOMORPHINE 10MG/ML,"INJ,SOLN",,,,SUBCUTANEOUS,,,"[""APOKYN""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2764,AMINO ACIDS 4.25%/DEXTROXE 5%/LYTES,"INJ,SOLN",,,30D,INTRAVENOUS,,DAILY,"[""CLINIMIX""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
2765,IVERMECTIN 1%,"CREAM,TOP",,,,TOPICAL,,,"[""SOOLANTRA""]",N/F,[],TO TREAT INFECTION,,[]
2766,MINOCYCLINE,TAB,,,,ORAL,,BID,[],N/F,[],TO TREAT INFECTION.,,[]
2767,PIPERACILLIN/TAZOBACTAM 2.25GM,INJ,,,7D,IV PIGGYBACK,,Q8H,"[""ZOSYN""]",,[],,,[]
2768,BEPOTASTINE 1.5%,"SOLN,OPH",,,,OPHTHALMIC,,BID,"[""BEPREVE""]",N/F,[],,,[]
2769,SPINOSAD,"SUSP,TOP",,,,TOPICAL,,,[],N/F,[],,,[]
2770,MORPHINE 1MG/ML (INTRATHECAL-PF),INJ,,,3D,INTRATHECAL,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2771,CARBOXYMETHYLCELLULOSE 0.25%/HYPROM 0.3%,"GEL,OPH",,"SEP 5,2018",,OPHTHALMIC,,QID,[],N/F,"[""CARBOXYMETHYLCELLULOSE 0.25%/HYPROM 0.3%""]",PRN,,[]
2772,CARBOXYMETHYLCELLULOSE SODIUM 1%,"GEL,OPH",,,30D,OPHTHALMIC,,QID PRN,"[""REFRESH"", ""THERATEARS""]",,[],FOR DRYNESS OF EYE(S),,[]
2773,AMINO ACIDS 4.25%/DEXTROSE 5% + LYTES,"INJ,SOLN",,"NOV 23,2019",30D,INTRAVENOUS,,DAILY,"[""CLINIMIX""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
2774,AMINO ACIDS 5%/DEXTROSE 15% + CALCIUM,"INJ,SOLN",,,30D,INTRAVENOUS,,DAILY,"[""CLINIMIX""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
2775,AMINO ACIDS 5%/DEXTROSE 20% + CALCIUM,"INJ,SOLN",,,30D,INTRAVENOUS,,DAILY,"[""CLINIMIX""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
2776,CITRIC AC/MAG OX/NA PICOS (PREPOPIK),"POWDER,ORAL",,,,ORAL,,,"[""PREPOPIK""]",N/F,[],,,[]
2777,FLUTICASONE 100MCG/VILANTEROL 25MCG,"INHL,ORAL",,,30D,ORAL,,QDAY,"[""BREO""]",N/F,[],FOR SEVERE PERSISTANT ASTHMA,,[]
2778,SODIUM CHLORIDE 7%,"SOLN,INHL",,,30D,INHALATION,,,[],N/F,"[""HIGH RISK HIGH ALERT""]",,,[]
2779,ZZ TEGRETOL 100MG,"TAB,SA (EXTENDED RELEASE)",,"AUG 9,2016",,ORAL,,DAILY,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]","TO CONTROL seizures *TAKE WITH FOOD. SWALLO WHOLE, DO NOT CRUSH OR CHEW*",,[]
2780,ZZ TEGRETOL,"TAB,SA (EXTENDED RELEASE)",,"AUG 9,2016",,ORAL,,DAILY,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]","TO CONTROL SEIZURES.*TAKE WITH FOOD. SWALLOW WHOLE, DO NOT CRUSH OR CHEW*",,[]
2781,ZZ INSULIN CONCENTRATED 500 UNIT/ML,INJ,,"APR 11,2021",,SUBCUTANEOUS,,,"[""HUMULIN""]",N/F,"[""HIGH RISK HIGH ALERT""]",TO CONTROL DIABETES,,[]
2782,OXYCODONE/ACETAMINOPHEN 5MG/325MG PP,TAB,,,,ORAL,,Q6H PRN,"[""PERCOCET""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FOR PAIN &#92 GIVEN IN CLINIC,,[]
2783,NALOXONE,"SOLN,SPRAY,NASAL",,,30D,NASAL,,UD,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",MAY REPEAT IN 2 MINUTES IN OTHER NOSTRIL IF NEEDED,,[]
2784,HYPODERMIC SAFETY NEEDLE,SYRINGE,,,,INTRAMUSCULAR,,,"[""NEEDLE"", ""SYRINGE""]",,[],,,[]
2785,IVABRADINE,TAB,,,,ORAL,,BID,"[""CORLANOR""]",N/F,"[""HAZARDOUS""]",,,[]
2786,C1 INHIBITOR (HUMAN),"INJ,PWDR",,,,INTRAVENOUS,,UD,"[""CINRYZE""]",N/F,[],EVERY 3-4 DAYS,,[]
2787,PARATHYROID HORMONE,"INJ,LYPHL",,,30D,SUBCUTANEOUS,,QDAY,"[""NATPARA""]",N/F,[],,,[]
2788,MELOXICAM,TAB,,,30D,ORAL,,QDAY,"[""MOBIC""]",,[],WITH FOOD OR MILK AND PLENTY OF WATER FOR PAIN,,[]
2789,TEMAZEPAM,"CAP,ORAL",,,,ORAL,,QHS,"[""RESTORIL""]",N/F,"[""HAZARDOUS""]",FOR SLEEP,,[]
2790,MICONAZOLE 2%,"CREAM,VAG",,,30D,VAGINAL,,HS,[],N/F,[],,,[]
2791,GENVOYA,"TAB,ORAL",,,7D,ORAL,,DAILY,[],,[],,,[]
2792,HYDROCORTISONE VALERATE 0.2%,"CREAM,TOP",,,,TOPICAL,,BID,[],N/F,[],F RASH OR INFLAMMATION,,[]
2793,ZZ TRAVOPROST,SOLN,,"SEP 20,2016",,OPHTHALMIC,ONE TIME,QD,[],N/F,[],FOR GLAUCOMA,,[]
2794,TRANEXAMIC ACID 100MG/ML,INJ,,,30D,INTRAVENOUS,,,"[""CYKLOKAPRON""]",,[],,,[]
2795,ZZ OXYCODONE,"TAB,EC",,"NOV 29,2016",,ORAL,,BID,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",FOR PAIN,,[]
2796,SOFOSBUVIR 400MG/VELPATASVIR 100MG,"TAB,ORAL",,,,ORAL,,QDAY,"[""EPCLUSA""]",,[],,,[]
2797,BELIMUMAB 120MG/VIAL,"INJ,LYPHL",,,,INTRAVENOUS,,Q2W,"[""BENLYSTA""]",N/F,[],,,[]
2798,ZZ DACLATASVIR,TAB,,"APR 1,2021",,ORAL,,QDAY,[],N/F,[],TO TREAT INFECTION,,[]
2799,ELBASVIR 50MG/GRAZOPREVIR 100MG,TAB,,,,ORAL,,QDAY,"[""ZEPATIER""]",N/F,[],TO TREAT INFECTION,,[]
2800,OMBITASVIR/PARITAPREVIR/RITONAVIR,TAB,,,,ORAL,,QDAY,"[""TECHNIVIE""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",TO TREAT INFECTION,,[]
2801,DASABUVIR/OMBITASVIR/PARITAPREVIR/RITONA,TAB,,,,ORAL,,BID,"[""VIEKIRA""]",N/F,[],TO TREAT INFECTION,,[]
2802,ZZ NOT USED,"LOTION,TOP",,"OCT 12,2016",,TOPICAL,,QDAY,[],,[],,,[]
2803,THERA DIMETHICONE,"CREAM,TOP",,"AUG 30,2020",,TOPICAL,,QDAY,[],,[],,,[]
2804,TRIAMCINOLONE ACET 55MCG/ACTUATION,"SOLN,SPRAY,NASAL",,,,NASAL,,DAILY,"[""NASOCORT""]",N/F,[],FOR ALLERGY SYMPTOMS,,[]
2805,METHYLPREDNISOLONE,TAB,,,30D,ORAL,,,"[""MEDROL""]",,"[""LOOK ALIKE SOUND ALIKE""]",WITH A FULL MEAL AND LOTS OF H20,,[]
2806,VERAPAMIL,"CAP,SA",,,,ORAL,,QDAY,"[""CALAN""]",,[],FOR HIGH BLOOD PRESSURE,,[]
2807,NICARDIPINE,"INJ,SOLN",,,30D,INTRAVENOUS,,TID,"[""CARDENE""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2808,TIMOLOL MALEATE 0.25%,"GEL,OPH",,,30D,OPHTHALMIC,,BID,[],,[],,,[]
2809,VORTIOXETINE,"TAB,ORAL",,,,ORAL,,QDAY,"[""TRINTELLIX""]",N/F,[],FOR MOOD,,[]
2810,SULFACETAMIDE NA 10%/SULFUR 5%,SOAP/DETERGENT,,,,TOPICAL ACNE,,BID,[],N/F,[],,,[]
2811,NALTREXONE,"INJ,SUSP,SA",,,,INTRAMUSCULAR,,EVERY 4 WEEKS,"[""VIVITROL""]",,[],FOR TREATMENT OF ALCOHOL DEPENDENCE,,[]
2812,BUDESONIDE,"TAB,SA",,,,ORAL,,DAILY,"[""UCERIS""]",N/F,[],,,[]
2813,PROMETHAZINE 6.25MG/5ML,SYRUP,,,,ORAL,,Q6H PRN,"[""PHENERGAN""]",N/F,[],FOR NAUSEA AND/OR VOMITING,,[]
2814,APRACLONIDINE 0.5%,"SOLN,OPH",,,,OPHTHALMIC,,,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2815,TOBRAMYCIN 14MG/ML FORTIFIED (CMPD),"SOLN,OPH",,,30D,OPHTHALMIC,,QID,[],N/F,[],FOR EYE INFECTION,,[]
2816,BRIMONIDINE 0.2%/BRINZOLAMIDE 1%,"SUSP,OPH",,,30D,OPHTHALMIC,,TID,"[""SIMBRINZA""]",N/F,[],FOR GLAUCOMA,,[]
2817,LACOSAMIDE 10MG/ML,"SOLN,ORAL",,,,ORAL,,BID,[],,[],,,[]
2818,CYCLOSPORINE 0.5%,"SUSP,OPH",,"JUN 12,2023",,OPHTHALMIC,,QID,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2819,BERACTANT 25MG/ML,"SUSP,INTRATRACHEAL",,,30D,INTRATRACHEAL,,,[],,[],,,[]
2820,COSYNTROPIN 0.25MG/VIAL,"INJ,PWDR",,,30D,,,,[],,[],,,[]
2821,OXYQUINOLINE,"GEL,VAG",,,,VAGINAL,,Q3D,"[""TRIMO-SAN""]",N/F,[],,,[]
2822,SYRINGE WITH NEEDLE,NEEDLE,,,,SUBCUTANEOUS,,,"[""NEEDLE""]",,[],,,[]
2823,SACUBITRIL/VALSARTAN 24MG/26MG,TAB,,,30D,ORAL,,BID,"[""ENTRESTO""]",,[],FOR HEART FAILURE,,[]
2824,ESTRADIOL,"TAB,VAG",,,,VAGINAL,,BIW,"[""ESTRACE""]",N/F,"[""HAZARDOUS""]",,,[]
2825,SECUKINUMAB 150MG/ML,"INJ,SOLN",,,,SUBCUTANEOUS,,Q4W,"[""COSENTYX""]",,[],,,[]
2826,GENTAMICIN 800MG IN NS 500ML,"SOLN,IRRG",,,30D,TOPICAL,,DAILY,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2827,ROTIGOTINE,PATCH,,,,TRANSDERMAL,,DAILY,"[""NEUPRO""]",N/F,[],,,[]
2828,5-FLUOROURACIL 1%,"SOLN,OPH",,,,OPHTHALMIC,,QID,"[""FLUOROURACIL""]",N/F,[],FOR THE EYE,,[]
2829,GLUCOSE,"TAB,CHEWABLE",,,,ORAL,,,[],,[],FOR LOW BLOOD SUGAR,,[]
2830,FLUTICASONE 200MCG/VILANTEROL 25MCG,"INHL,ORAL",,,30D,ORAL,,QDAY,"[""BREO""]",N/F,[],FOR SEVERE PERSISTANT ASTHMA,,[]
2831,UMECLIDINIUM/VILANTEROL,"INHL,ORAL",,,30D,ORAL,,QDAY,"[""ANORO ELLIPTA"", ""ELLIPTA""]",,[],FOR BREATHING,,[]
2832,FLUTICASONE FUROATE 200MCG POWDER,"INHL,ORAL",,,30D,ORAL,,DAILY,"[""ARNUITY ELLIPTA""]",N/F,[],FOR COPD MANAGEMENT,,[]
2833,CLONIDINE 100MCG/ML,INJ,,,30D,INTRAMUSCULAR,,BID,"[""DURACLON""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2834,PROMETHAZINE 50MG/ML,"INJ,SOLN",,,30D,INTRAMUSCULAR,,,"[""PHENERGAN""]",,[],,,"[""INTRAVENOUS"", ""INTRAMUSCULAR""]"
2835,BENZOYL PEROXIDE 5%/ERYTHROMYCIN 3%,"GEL,TOP",,,,TOPICAL ACNE,,BID,[],N/F,[],TO AFFECTED AREA(S) OF RASH,,[]
2836,TOLNAFTATE 1%,"CREAM,TOP",,,30D,TOPICAL,,BID,"[""TINACTIN""]",N/F,[],FOR FUNGUS,,[]
2837,DIPHENOXYLATE 2.5MG/ATROPINE 0.025MG,TAB,,,,ORAL,,QID,"[""LOMOTIL""]",N/F,[],FOR TREATMENT OF DIARRHEA,,[]
2838,CEFTRIAXONE 500MG,"INJ,SOLN",,,7D,INTRAMUSCULAR,,,"[""ROCEPHIN""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2839,POTASSIUM CHLORIDE 20MEQ/100ML WATER,"INJ,SOLN",,,30D,INTRAVENOUS,,ONCE,[],,[],,,[]
2840,ZZ AMBRISENTAN,TAB,,"APR 10,2018",30D,ORAL,,,[],N/F,[],,,[]
2841,CLOZAPINE,TAB,,,30D,ORAL,,,"[""CLOZARIL""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2842,DORZOLAMIDE 22.3MG/TIMOLOL 6.8MG (PF),"SOLN,OPH",,,30D,OPHTHALMIC,,BID,"[""COSOPT PF""]",N/F,[],FGL,,[]
2843,TWO CAL,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,DAILY,[],,[],TO HELP MAINTAIN OR GAIN WEIGHT.,,[]
2844,PRESERVISION AREDS,CAP/TAB,,,,ORAL,,QDAY,[],N/F,[],FOR VISION,,[]
2845,DOCUSATE NA 283MG,"ENEMA,RTL",,,,RECTAL,,UD,"[""ENEMEEZ MINI ENEMA""]",N/F,[],FOR RELIEF OF OCCASIONAL CONSTIPATION,,[]
2846,ARMODAFINIL,TAB,,,,ORAL,,DAILY,"[""NUVIGIL""]",N/F,[],,,[]
2847,BRIMONIDINE 0.15%,"SOLN,OPH",,,30D,OPHTHALMIC,,TID,"[""ALPHAGAN""]",,[],FOR GLAUCOMA,,[]
2848,BRIMONIDINE 0.1%,"SOLN,OPH",,,30D,OPHTHALMIC,,BID,"[""ALPHAGAN"", ""ALPHAGAN-P""]",,[],FOR GLAUCOMA,,[]
2849,LACTASE,TAB,,,,ORAL,,WITH MILK/DAIRY,[],,[],FOR LACTOSE INTOLERANCE,,[]
2850,ZZ HYDROCODONE/CHLORPHENERAMINE 10MG/8MG,"SUSP,SA",,"JUL 30,2020",,ORAL,,QD,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",AS NEEDED FOR COUGH SUPPRESSION,,[]
2851,NEBIVOLOL,TAB,,,,ORAL,,DAILY,"[""BYSTOLIC""]",N/F,[],TO HELP CONTROL HIGH BLOOD PRESSURE,,[]
2852,LIFITEGRAST 5%,"SOLN,OPH",,,,OPHTHALMIC,,BID,"[""XIIDRA""]",N/F,[],,,[]
2853,DEXTROSE 25% 10ML SYRINGE,"INJ,SOLN",,,30D,,,,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
2854,ABACAVIR/DOLUTEGRAVIR/LAMIVUDINE,TAB,,,7D,ORAL,,QDAY,"[""TRIUMEQ""]",,"[""HIV WITH CONTRAINDICATIONS"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
2855,NICOTINE POLACRILEX,"GUM,CHEWABLE",,,30D,ORAL,,BID,"[""NICORETTE"", ""POLACRILEX""]",,[],FOR SMOKING OR CHEWING TOBACCO CESSATION,,[]
2856,CETAPHIL,LOTION,,,,TOPICAL,,BID,[],N/F,[],TO AREAS OF ECZEMA,,[]
2857,COENZYME Q-10 30MG/5ML,"LIQUID,ORAL",,,,ORAL,,DAILY,[],N/F,[],,,[]
2858,GUANFACINE,"TAB,SA",,,,ORAL,,QHS,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",FOR HYPERACTIVITY DISORDER,,[]
2859,ZZ OXYCODONE 20MG IR TAB,TAB,,"FEB 26,2020",,ORAL,,,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",FOR THE MANAGEMENT OF MODERATE TO SEVERE PAIN AS DIRECTED,,[]
2860,EPLERENONE,TAB,,,,ORAL,,BID,"[""INSPRA""]",N/F,[],,,[]
2861,BOOST,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,DAILY,[],,[],,,[]
2862,DOCUSATE 20MG/5ML,SYRUP,,,30D,ORAL,,,"[""COLACE"", ""DOSS""]",,[],FOR STOOL SOFTENER,,[]
2863,TOCILIZUMAB 162MG/0.9ML,"INJ,SOLN",,,,SUBCUTANEOUS,,UD,"[""ACTEMRA""]",,[],,,[]
2864,S-ADENOSYLMETHIONINE,CAP/TAB,,,,ORAL,,DAILY,"[""SAM"", ""SAM-E""]",N/F,[],TAKE ON EMPTY STOMACH AT LEAST 30 MINUTES BEFORE A MEAL,,[]
2865,METHYLPHENIDATE,"TAB,CHEWABLE",,,,ORAL,,QAM,[],,"[""LOOK ALIKE SOUND ALIKE""]",TO IMPROVE FOCUS AND BEHAVIOR.,,[]
2866,VALACYCLOVIR 50MG/ML ORAL SUSP (CMPD),"SUSP,ORAL",,"MAY 16,2023",,,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2867,ZZ AREDS 2,"CAP,ORAL",,"APR 5,2018",,ORAL,,,"[""AREDS 2""]",,[],,,[]
2868,ESTRADIOL VAGINAL CREAM 0.01%,"CREAM,VAG",,,,VAGINAL,,HS,[],,[],,,[]
2869,MORPHINE 5MG/ML,INJ,,,3D,INTRAVENOUS,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2870,DESVENLAFAXINE,"TAB,SA",,,,ORAL,,DAILY,"[""PRISTIQ ER 25MG TABLETS""]",N/F,[],FOR MOOD,,[]
2871,METFORMIN,"TAB,SA",,,30D,ORAL,,QDAY,"[""GLUCOPHAGE""]",,"[""METFORMING SA"", ""LOOK ALIKE SOUND ALIKE""]",FDM,,[]
2872,LEVOCARNITINE,TAB,,,,ORAL,,TID,"[""CARNITOR""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",FOR CARNITINE DEFICIENCY,,[]
2873,ZZ SYRINGE/NEED,SYRINGE,,"NOV 5,2017",,,,,[],,[],,,[]
2874,ZZ SYRINGE/NEEDLE,SYRINGE,,"NOV 5,2017",,,,,[],,[],,,[]
2875,ZZ NEEDLE,SYRINGE,,"NOV 5,2017",,,,,[],,[],,,[]
2876,ZZ NEEDLE/SYRINGE SYRINGE/NDL,SYRINGE,,"NOV 5,2017",,,,,[],,[],,,[]
2877,LID SCRUB PAD,"PAD,TOP",,"JUL 1,2023",,TOPICAL PAD,,QD PRN,[],N/F,[],".TO USE, UNFOLD PAD, CLOSE EYES AND GENTLY CLENSE EACH EYELID USING SIDE TO SIDE STROKES. RINSE LIDS AFTER USE",,[]
2878,PEDIASURE GROW & GAIN,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,"[""PEDIASURE""]",,[],,,[]
2879,LATANOPROSTENE BUNOD 0.024%,"SOLN,OPH",,,30D,OPHTHALMIC,,QHS,"[""VYZULTA""]",N/F,[],FOR TREATMENT OF INCREASED EYE PRESSURE,,[]
2880,CLOBETASOL PROPIONATE 0.05%,SHAMPOO,,,,TOPICAL HAIR,,,[],N/F,[],,,[]
2881,NUTREN PULMONARY,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,[],,[],,,[]
2882,GLUCERNA 1.5,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,"[""GLUCERNA""]",,[],,,[]
2883,GLUCERNA 1.0,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,"[""GLUCERNA""]",,[],,,[]
2884,NUTRIHEP,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,[],,[],,,[]
2885,GLUCERNA 1.2,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,"[""GLUCERNA""]",,[],,,[]
2886,ZZ NOVASOURCE RENAL,"LIQUID,NUTRITIONAL SUPPLEMENT",,"JAN 15,2020",30D,ORAL,,QDAY,[],,[],,,[]
2887,THICK-IT 2,"POWDER,ORAL",,,,ORAL,,UD,[],,[],TO HELP TO SWALLOW FOODS AND BEVERAGES,,[]
2888,PULMOCARE,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,[],,[],,,[]
2889,CLOBAZAM 2.5MG/ML,"SUSP,ORAL",,,,ORAL,,BID,"[""ONFI""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",F SEIZURE CONTROL,,[]
2890,OMEGA-3 ACID,"CAP,ORAL",,,,ORAL,,UD,"[""LOVAZA""]",N/F,[],,,[]
2891,IBUPROFEN 200MG/10ML U/D,SUSP,,,30D,ORAL,,Q6H PRN,"[""MOTRIN"", ""PEDIAPROFEN""]",,[],FOR PAIN,,[]
2892,DORZOLAMIDE 2%,"SOLN,OPH",,,,OPHTHALMIC,,TID,"[""TRUSOPT""]",,[],FOR GLAUCOMA,,[]
2893,BENEPROTEIN,"POWDER,ORAL",,,,ORAL,,DAILY,"[""RESOURCE""]",,[],TO HELP MAINTAIN OR GAIN WEIGHT,,[]
2894,ZOSTER VACCINE (NON-LIVE),"INJ,LYPHL",,,30D,INTRAMUSCULAR,,UD,"[""SHINGRIX"", ""VACCINE""]",,[],TO HELP TO PREVENT SHINGLES &#92 ADMINISTERED IN CLINIC,,[]
2895,VITAL 1.0,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,,[],,[],,,[]
2896,DEFERASIROX,"TAB,ORAL",,,30D,ORAL,,QDAY,"[""JADENU""]",,[],FOR IRON BINDING,,[]
2897,SODIUM BICARBONATE 4%,"INJ,SOLN",,,30D,INTRAVENOUS,,UD,[],,[],,,[]
2898,EMTRICITABINE/TENOFOVIR 200MG/25MG,TAB,,,7D,ORAL,,QDAY,"[""DESCOVY""]",N/F,[],,,[]
2899,ZZ SODIUM BICARBONATE,SUSP,,"MAR 21,2018",,,,,[],N/F,[],,,[]
2900,JEVITY 1.5,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,DAILY,[],,[],,,[]
2901,ENSURE ENLIVE,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,,"[""ENLIVE""]",,[],,,[]
2902,ENSURE PLUS,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,,"[""ENSURE""]",,[],,,[]
2903,PEDIASURE GROW & GAIN WITH FIBER,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,QDAY,"[""PEDIASURE""]",,[],,,[]
2904,PEPTAMEN 1.5 WITH PREBIO,"LIQUID,NUTRITIONAL SUPPLEMENT",,,,ORAL,,DAILY,"[""PEPTAMEN""]",,[],,,[]
2905,DESMOPRESSIN 1.5MG/ML,"SOLN,SPRAY,NASAL",,,,NASAL,,BID,"[""STIMATE""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
2906,BRIMONIDINE 0.2%/TIMOLOL 0.5%,"SOLN,OPH",,,30D,OPHTHALMIC,,BID OU,"[""COMBIGAN""]",,[],FOR GLAUCOMA,,[]
