id,Name,PharmacyOrderableItem,DosageForm,DeaSpcl,OrderUnit,PricePerOrderUnit,BenchmarkPricePerDispenseUnit,DispenseUnit,DispenseUnitsPerOrderUnit,PricePerDispenseUnit,NcpdpDispenseUnit,VaPrintName,PackageSize,PackageType,DrugClass,Ndc,ApplicationPackage,Message,Restriction,Strength,Unit,PossibleDosages,LocalPossibleDosage,Synonym,Generic,InactiveDate,PharmacyOrderableItemID,RxCUI,NF
85380,zzcliNDAMYCIN 1% BENZOYL PEROXIDE 5% GEL,ZZ CLINDAMYCIN 1% BENZOYL PEROX 5% GEL,"GEL,TOP",,BX,54.01,00003.542000,GM,45,1.200,EACH,,,,"DE752 ANTIACNE AGENTS,TOPICAL",00145-2371-05,OUX,**NON-FORMULARY**,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A THIN LAYER"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],,2009-02-26,1486,1540241,N/F
84657,zzcliNDAMYCIN 1% TOPICAL GEL,CLINDAMYCIN 1%,"GEL,TOP",6,BT,43.17,00001.390000,GRAM,42,1.028,GRAMS,CLINDAMYCIN PHOSPHATE 1% TOP GEL,OTHER,OTHER,"DE752 ANTIACNE AGENTS,TOPICAL",00299-4500-42,O,,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLINDAMYCIN,2005-02-28,1094,309332,N/F
1547,zzcliNDAMYCIN 150MG CAP (SCHEIN) 100S,CLINDAMYCIN,"CAP,ORAL",6P,BT,68.42,00001.191200,CAP,100,0.684200,EACH,CLINDAMYCIN HCL 150MG CAP,100,BOTTLE,AM350 LINCOMYCINS,00591-5708-01,,,,150,MG,"[{""Dose"": ""150"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""300"", ""DispenseUnitsPerDose"": ""2""}, {""Dose"": ""450"", ""DispenseUnitsPerDose"": ""3""}]","[{""LocalPossibleDosage"": ""1 CAPSULE"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""2 CAPSULES"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""3 CAPSULES"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLINDAMYCIN,2005-05-02,460,197518,
85466,zzcliNDAMYCIN 150MG CAP (WATSON),CLINDAMYCIN,"CAP,ORAL",6,BT,55.32,00001.191200,CAP,100,0.553,EACH,CLINDAMYCIN HCL 150MG CAP,100,BOTTLE,AM350 LINCOMYCINS,00591-5708-01,OU,,,150,MG,"[{""Dose"": ""150"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""300"", ""DispenseUnitsPerDose"": ""2""}, {""Dose"": ""450"", ""DispenseUnitsPerDose"": ""3""}]",[],[],CLINDAMYCIN,2008-11-30,460,197518,
1600,zzcliNDAMYCIN 75MG/5ML SUSP,,,6M,,,,ML,,,EACH,,,,,,IU,*COMPOUND*,,,,[],[],[],,2002-11-20,,,
84842,zzcliNDAMYCIN GEL 1% 60GM,CLINDAMYCIN 1%,"GEL,TOP",6,TU,15.64,00001.144500,GM,60,0.261,GRAMS,CLINDAMYCIN PHOSPHATE 1% TOP GEL,60 GM,TUBE,"DE752 ANTIACNE AGENTS,TOPICAL",00168-0202-60,,,,,,[],[],[],CLINDAMYCIN,2005-02-24,1094,2676585,
84846,zzcliNDAMYCIN PHOS GEL 1%,CLINDAMYCIN 1%,"GEL,TOP",6,TU,15.64,00001.144500,GM,60,0.261,GRAMS,CLINDAMYCIN PHOSPHATE 1% TOP GEL,60 GM,TUBE,"DE752 ANTIACNE AGENTS,TOPICAL",00168-0202-60,O,,,,,[],[],[],CLINDAMYCIN,2005-02-24,1094,2676585,
84850,zzcliNDAMYCIN SOLUTION 1%,CLINDAMYCIN 1%,"SOLN,TOP",6,BT,3.37,00000.402500,ML,60,0.056,MILLILITERS,CLINDAMYCIN PHOSPHATE 1% TOP SOLN,60 ML,BOTTLE,"DE752 ANTIACNE AGENTS,TOPICAL",00168-0201-60,,,,,,[],[],[],CLINDAMYCIN,2005-02-24,794,309333,
189,zzcloFIBRATE 500MG CAP,,,6P,BT,11.67,,CAP,100,0.117,EACH,,,,,,,,,,,[],[],"[""ATROMID-S""]",,1993-04-28,,,
41,zzcloRAZEPATE 15MG CAP,,,3A,BT,,,CAPS,1000,0.000,EACH,,,,,,O,,,,,[],[],"[""TRANXENE""]",,1993-07-21,,,
84291,zzcloRAZEPATE 3.75MG TAB,CLORAZEPATE,TAB,3L,BT,,,TAB,500,,EACH,CLORAZEPATE DIPOTASSIUM 3.75MG TAB,500,BOTTLE,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,00536-4940-05,IOUXN,,,3.75,MG,"[{""Dose"": ""3.75"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""7.5"", ""DispenseUnitsPerDose"": ""2""}]",[],[],CLORAZEPATE,2008-02-19,911,,
85457,zzcloTRIMAZ/ZINC OX/VIT A+D OINT (CMPD),ZZ CLOTRIMAZOLE/ZINC OXIDE/VITAMIN A & D,"OINT,TOP",0M,JR,2.21,00000.399330,G,15,0.1473,EACH,,,,"DE102 ANTIFUNGAL,TOPICAL",45802-0434-01,,REQUIRES SDR,,,,[],"[{""LocalPossibleDosage"": ""A GENEROUS AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A THIN LAYER"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""BUTT CREAM""]",,2009-01-20,1529,309367,N/F
84,zzcloTRIMAZOLE 1% CREAM,,,,,,,,,,EACH,,,,,,,INACTIVE,,,,[],[],[],,1990-11-20,,,
97,zzcloTRIMAZOLE 1% CREAM,,,,PG,12.03,,45gmTUBE,6,2.005,EACH,,,,,,,INACTIVE,,,,[],[],[],,1991-08-01,,,
84470,zzcloTRIMAZOLE 1% CREAM,CLOTRIMAZOLE 1%,"CREAM,TOP",6P,TU,2.58,0.178,GM,45,0.057333,GRAMS,CLOTRIMAZOLE 1% TOP CREAM,45 GM,TUBE,"DE102 ANTIFUNGAL,TOPICAL",05167-2200-36,,45GM,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOTRIMAZOLE,2005-02-28,158,,
84823,zzcloTRIMAZOLE 1% CREAM,CLOTRIMAZOLE 1%,"CREAM,TOP",6P,TU,3.45,00000.496220,GM,45,0.077,GRAMS,CLOTRIMAZOLE 1% TOP CREAM,45 GM,TUBE,"DE102 ANTIFUNGAL,TOPICAL",51672-1275-06,,45GM,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOTRIMAZOLE,2005-02-28,158,309367,
83,zzcloTRIMAZOLE 1% CREAM,CLOTRIMAZOLE 1%,"CREAM,TOP",6,TU,.94,00000.810670,G,15,0.063,GRAMS,CLOTRIMAZOLE 1% TOP CREAM,15 GM,TUBE,"DE102 ANTIFUNGAL,TOPICAL",51672-1275-01,,,,,,[],"[{""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOTRIMAZOLE,2007-04-30,158,309367,
1915,zzcloTRIMAZOLE 1% CREAM,CLOTRIMAZOLE 1%,"CREAM,TOP",6P,,,,,,,GRAMS,CLOTRIMAZOLE 1% TOP CREAM,30 GM,TUBE,"DE102 ANTIFUNGAL,TOPICAL",0026-3091-59,,30GM,,,,[],[],"[""345802434111""]",CLOTRIMAZOLE,2003-11-18,158,,
84822,zzcloTRIMAZOLE 1% VAG CREAM,CLOTRIMAZOLE 1%,"CREAM,TOP",9,TU,2.93,00000.122220,GM,45,0.065,GRAMS,CLOTRIMAZOLE 1% TOP CREAM,45 GM,TUBE,"DE102 ANTIFUNGAL,TOPICAL",51672-2003-06,,45GM,,,,[],"[{""LocalPossibleDosage"": ""1 APPLICATORFUL"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""A SMALL AMOUNT"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CLOTRIMAZOLE,2005-03-08,158,309368,
83854,zzcloTRIMAZOLE 100MG VAG TAB,ZZ CLOTRIMAZOLE,"TAB,VAG",9,PG,,,PG,1,,EACH,,,,"GU300 ANTI-INFECTIVES,VAGINAL",00026-3093-17,,,,,,[],[],[],,2005-02-28,796,,
1750,zzcloTRIMAZOLE POWDER,,,,BT,,,BT,1,0.000,EACH,,,,,,,,,,,[],[],[],,1999-10-02,,,N/F
1560,zzcloTRIMAZOLE/HYDROCORT CREAM (CMPD),ZZ CLOTRIMAZOLE/HYDROCORTISONE,"CREAM,TOP",0M,,,,G,,,EACH,,,,,,,*COMPOUND*,,,,[],[],[],,2004-09-08,1286,,
84488,zzcoaL TAR 1% SHAMPOO,ZZ COAL TAR 1%,SHAMPOO,6P,BT,22.03,000000.04253,ML,473,0.047,MILLILITERS,COAL TAR 5% SHAMPOO,473 ML,BOTTLE,"DE820 ANTIPSORIATICS,TOPICAL",00064-2085-16,,,,,,[],[],[],COAL TAR,2012-05-29,1288,,
83823,zzcoaL TAR 2.5% EMULSION,,,,,,,,,,EACH,,,,,,,,,,,[],[],[],,1992-05-31,,,
83985,zzcodEINE SULFATE 15MG TAB,,,2A,,,,,,,EACH,,,,,,,,,,,[],[],[],,1993-03-23,,,
84561,zzcodEINE/ACETAMINOPHEN 12MG/120MG/5ML U/D,ZZ ACETAMINOPHEN/CODEINE 120/12MG/5ML,ELIXIR,5C,CS,36.11,1.436,ML,50,0.722,EACH,,,,CN101 OPIOID ANALGESICS,00121-0504-05,UNX,for inpatient use only!,,,,[],[],[],,2009-05-16,1877,993755,
1754,zzcolESTIPOL 5% IN EUCERIN CREAM,ZZ COLESTIPOL IN EUCERIN,"CREAM,TOP",,,,,,,,EACH,,,,,,,COMPOUND PRODUCT,,,,[],[],[],,2004-09-08,1289,,
11,zzcolESTIPOL GRANULES 5gm,ZZ COLESTIPOL,INJ,,BX,11.96,,PACKET,30,0.399,EACH,,,,,9-260-1,,,,,,[],[],[],,1992-11-01,2024,,
1303,zzcolESTIPOL POWDER 7.5 GM/SCOOP,COLESTIPOL,"GRNL,RCNST-ORAL",6,BT,16.47,00000.249970,GM,300,0.055,GRAMS,COLESTIPOL GRANULES,300 GM,BOTTLE,CV350 ANTILIPEMIC AGENTS,00009-0260-17,,450GM,,,,[],"[{""LocalPossibleDosage"": ""1 SCOOP (7.5 GRAMS) MIXED WITH WATER"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""2 SCOOPS (15 GRAMS) MIXED WITH WATER"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""3 SCOOPS (22.5 GRAMS) MIXED WITH WATER"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""4 SCOOPS (30 GRAMS) MIXED WITH WATER"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],COLESTIPOL,2005-05-09,321,1048450,N/F
85426,zzcolESTIPOL:ZINC OX:BACITRACIN 1:1:1,ZZ COLESTIPOL:ZINC OXIDE:BACITRACIN,"OINT,TOP",0,JR,40.84,000000.32126,G,300,0.1361,EACH,,,,,00009-0260-17,,REQUIRES SDR **COMPOUND**,,,,[],[],[],,2009-04-27,1513,1048450,N/F
87517,ZZCONTACT LENS SOLN (BOSTON SIMPLUS) 3.5OZ,CONTACT LENS (BOSTON SIMPLUS),"SOLN,CONTACT LENS",9,BT,8.19,0.000,ML,105,0.0780,,CONTACT LENS SOLN (BOSTON SIMPLUS),105.0,BOTTLE,OP400 CONTACT LENS SOLUTIONS,,OX,***SDR REQUIRED***,,,,[],[],"[""BOSTON SIMPLUS""]",BOSTON,2023-06-30,3097,,N/F
83727,zzcroTAMITON 10% CREAM,,,,TU,1.41,,TU,1,1.410,EACH,,,,,,O,,,,,[],[],"[""EURAX""]",,1993-06-06,,,
83832,zzcroTAMITON 10% LOTION,,,,,,,,,,EACH,,,,,,O,,,,,[],[],"[""EURAX""]",,1993-06-06,,,
85398,zzcycLOBENZAPRINE 10MG TAB,CYCLOBENZAPRINE,TAB,6P,BT,73.98,00002.019800,TAB,100,0.740,EACH,,,,MS200 SKELETAL MUSCLE RELAXANTS,50580-0874-11,,**REQUIRES SDR**,,,,[],[],[],,2009-02-03,977,197548,N/F
1493,zzcycLOSERINE 250MG CAP,ZZ CYCLOSERINE,"CAP,ORAL",,BT,76.80,,CAPSULE,40,1.920,EACH,CYCLOSERINE 250MG CAP,40,BOTTLE,AM500 ANTITUBERCULARS,0002-0604-40,U,,,250,MG,"[{""Dose"": ""250"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""500"", ""DispenseUnitsPerDose"": ""2""}]",[],[],CYCLOSERINE,1999-12-21,425,,N/F
84704,zzcycLOSPORINE 0.05% OPH DROPS,CYCLOSPORINE 0.05%,"EMULSION,OPH",6P,BX,61.25,00003.823440,UNIT,32,1.914,MILLILITERS,CYCLOSPORINE 0.05% (PF) OPH EMUL 0.4ML,32 X 0.4ML,PACKAGE,"OP300 ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",00023-9163-32,OUX,RESTRICTED TO OPTOMETRY,,,,[],"[{""LocalPossibleDosage"": ""1 DROP"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],CYCLOSPORINE,2008-10-09,1390,,
84755,zzcycLOSPORINE 0.05% OPTH DROPS,,,6P,BX,,,,,,EACH,,,,,00023-9163-32,,,,,,[],[],[],,2005-02-28,,,
84751,zzcycLOSPORINE 0.05% OPTH SOLN 0.4ML,ZZ CYCLOSPORINE,"SOLN,OPH",6P,BX,73.31,00003.073130,VI,32,2.291,EACH,,,,IM600 IMMUNE SUPPRESSANTS,00023-9163-32,,,,,,[],[],[],,2004-09-08,1233,,
1751,zzcypROHEPTADINE HCL 4MG TAB,CYPROHEPTADINE,TAB,6R,BT,9.03,00000.426900,TAB,100,0.090,EACH,CYPROHEPTADINE HCL 4MG TAB,100,BOTTLE,"AH107 ANTIHISTAMINES,PIPERIDINE",00172-2929-60,,INACTIVE,,4,MG,"[{""Dose"": ""4"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""8"", ""DispenseUnitsPerDose"": ""2""}]",[],[],CYPROHEPTADINE,2009-03-24,566,866144,
88279,ZZDELETE,"BAG,BROWN",MISCELLANEOUS,6,VI,,,ML,10,,,,,,"XA900 SUPPLIES,OTHER",,U,,,,,[],[],[],,2024-02-05,3565,1734932,
83992,zzderMATOPHYTIN SKIN TEST,ZZ DERMATOPHYTIN,INJ,,,,,,,,EACH,,,,,,IOU,,,,,[],[],"[""TRICHOPHYTON SKIN TEST""]",,2004-09-08,1296,,
1278,zzdesMOPRESSIN .033MG/ML NASAL SOLN,DESMOPRESSIN 0.01%,"SOLN,SPRAY,NASAL",6P,BT,49.86,00040.296000,ML,2.5,19.944000,MILLILITERS,,,,HS702 POSTERIOR PITUITARY,00075-2450-01,,1:3 DILUTION - USUALLY REQUIRED BEFORE ADMINISTRATION,,,,[],[],"[""DDAVP""]",,2005-09-25,309,351306,N/F
1277,zzdesMOPRESSIN 0.05MG MG/ML **DILUTION**,,,6P,PG,44.13,,PG,1,44.130,EACH,,,,HS702 POSTERIOR PITUITARY,,,,,,,[],[],"[""DDAVP""]",,2001-07-24,,,N/F
1876,zzdesMOPRESSIN 0.1MG/ML 5ML NASAL SOLN,ZZ DESMOPRESSIN,"SOLN,NASAL",6P,BT,,,BT,1,,EACH,,,,,00075-2452-01,,,,,,[],[],"[""DDAVP""]",,2005-02-28,1297,849506,
85236,zzdesMOPRESSIN 0.1MG/ML NAS SOLN,DESMOPRESSIN 0.01%,"SOLN,SPRAY,NASAL",6P,BT,49.86,00051.944000,ML,2.5,19.944,MILLILITERS,,,,HS702 POSTERIOR PITUITARY,00075-2450-01,,RHINAL TUBE,,,,[],[],"[""Y""]",,2008-12-01,309,351306,
84835,zzdesMOPRESSIN ACETATE 0.1MG TAB,DESMOPRESSIN,TAB,,BT,92.75,00002.919300,TAB,100,0.928,EACH,DESMOPRESSIN 0.1MG TAB,OTHER,OTHER,HS702 POSTERIOR PITUITARY,00075-0016-00,,,,0.1,MG,"[{""Dose"": "".1"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": "".2"", ""DispenseUnitsPerDose"": ""2""}]",[],[],DESMOPRESSIN,2005-02-28,1060,204840,N/F
84569,zzdesMOPRESSIN ACETATE 0.1MG/,DESMOPRESSIN 0.01%,"SOLN,SPRAY,NASAL",6P,BT,,00034.766000,ML,5,,MILLILITERS,DESMOPRESSIN 0.1MG/ML NASAL SPRAY,5 ML,BOTTLE,HS702 POSTERIOR PITUITARY,00075-2452-01,,,,,,[],"[{""LocalPossibleDosage"": ""1 SPRAY"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""2 SPRAYS"", ""NumericDose"": """", ""DoseUnit"": """"}]","[""DDAVP""]",DESMOPRESSIN,2005-02-28,309,849506,N/F
84836,zzdesMOPRESSIN ACETATE 0.2MG TAB,DESMOPRESSIN,TAB,6P,BT,157.68,00004.204600,TAB,100,1.577,EACH,DESMOPRESSIN 0.2MG TAB,OTHER,OTHER,HS702 POSTERIOR PITUITARY,00075-0026-00,,,,0.2,MG,"[{""Dose"": "".2"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": "".4"", ""DispenseUnitsPerDose"": ""2""}]",[],"[""DDAVP""]",DESMOPRESSIN,2005-02-28,1060,204841,N/F
83997,zzdexAMETH/POLY B/NEOMYCIN OPHTH OINT,DEXAMETHASONE/NEOMYCIN/POLYMYXIN B,"OINT,OPH",6,TU,1.09,00002.285710,TU,3.5,0.311429,GRAMS,DEXAMETHASONE 0.1%/NEO/POLYMX OPH OINT,3.5 GM,TUBE,"OP350 ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC",61314-0631-36,,INACTIVE,,,,[],"[{""LocalPossibleDosage"": ""A THIN RIBBON"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],DEXAMETHASONE/NEOMYCIN/POLYMYXIN B,2008-11-30,833,309679,
84287,zzdexAMETHASONE 0.05% OPHT OINT,,,S,,,,TU,,,EACH,,,,,,,,,,,[],[],"[""DEX.05EYEO"", ""DEXEYEO""]",,1993-04-23,,,
85270,zzdexAMETHASONE 0.1% OPHTH SUSP,ZZ DEXAMETHASONE,"SUSP,OPH",6P,BT,23.6,000009.73200,ML,5,4.720,MILLILITERS,DEXAMETHASONE 0.1% OPH SUSP,5 ML,BOTTLE,"OP300 ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",00998-0615-05,,5ML,,,,[],"[{""LocalPossibleDosage"": ""1 DROP"", ""NumericDose"": """", ""DoseUnit"": """"}, {""LocalPossibleDosage"": ""2 DROPS"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],DEXAMETHASONE,2009-04-27,1429,309692,
84404,zzdexAMETHASONE 0.25MG TAB,DEXAMETHASONE,TAB,6,BT,,00000.110500,TAB,100,0.000,EACH,,,,HS051 GLUCOCORTICOIDS,49884-0083-01,IOU,,,,,[],[],[],,2005-02-20,272,,
1746,zzdexAMETHASONE 1MG TAB,DEXAMETHASONE,TAB,,BT,18.18,,TAB,100,0.182,EACH,DEXAMETHASONE 1MG TAB,100,BOTTLE,HS051 GLUCOCORTICOIDS,,,,,1,MG,"[{""Dose"": ""1"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""2"", ""DispenseUnitsPerDose"": ""2""}]",[],[],DEXAMETHASONE,2005-02-20,272,197579,
1668,zzdexTROSE 20% GLASS 1000ML,DEXTROSE 50%,"INJ,SOLN",,CS,6.60,,BT,6,1.100,MILLILITERS,,1000 ML,BOTTLE,TN101 IV SOLUTIONS WITHOUT ELECTROLYTES,,,,,,,[],[],[],DEXTROSE,2005-05-11,239,237649,
3843,zzdexTROSE 25G SYRINGE 50ML,,,6P,EA,1.43,,EA,1,1.430,EACH,,,,,,O,,,,,[],[],[],,1993-07-21,,,N/F
1665,zzdexTROSE 5% 100ML (4 IN 1),DEXTROSE 50%,"INJ,SOLN",,CS,24.85,0.000,ML,14400,0.0017,EACH,DEXTROSE 5% INJ,48 X 50 ML,CONTAINER,TN101 IV SOLUTIONS WITHOUT ELECTROLYTES,,I,,,,,[],[],[],DEXTROSE,2003-02-24,239,,
85503,zzdexTROSE 5% 100ML INJECTION,DEXTROSE 50%,"INJ,SOLN",6,CS,,00000.096720,ML,9600,0.0000,EACH,,,,,0338-0017-18,I,,,,,[],[],[],,2008-02-07,239,,
83770,zzdexTROSE 5% 150ML,DEXTROSE 50%,"INJ,SOLN",,,,,,,,EACH,DEXTROSE 5% INJ,24 X 150 ML,BAG,TN101 IV SOLUTIONS WITHOUT ELECTROLYTES,,I,,,,,[],[],[],DEXTROSE,2005-05-11,239,,
1360,zzdexTROSE 5% 500ML INJ,DEXTROSE 50%,"INJ,SOLN",6,,,,500 ML,,,EACH,DEXTROSE 5% INJ,24 X 500 ML,CONTAINER,TN101 IV SOLUTIONS WITHOUT ELECTROLYTES,00338-0017-03,I,,,,,[],[],[],DEXTROSE,2003-02-25,239,1795607,
86209,zzdexTROSE 5% 500ML INJ,DEXTROSE 50%,"INJ,SOLN",6,BG,47.36,000000.01332,ML,500,0.095,MILLILITERS,DEXTROSE 5% INJ BAG 500ML,24 X 500 ML,CASE,TN101 IV SOLUTIONS WITHOUT ELECTROLYTES,00338-0017-03,I,,,,,[],[],"[""D5W""]",DEXTROSE,2009-10-16,239,1795607,
1666,zzdexTROSE 5% 50ML (4 IN 1),DEXTROSE 50%,"INJ,SOLN",,CS,67.92,,BG,80,0.849,EACH,DEXTROSE 5% INJ,48 X 50 ML,CONTAINER,TN101 IV SOLUTIONS WITHOUT ELECTROLYTES,,I,,,,,[],[],[],DEXTROSE,2003-02-24,239,,
86048,zzdexTROSE 5% IN 0.45%NaCl 1000ML,DEXTROSE 5% IN 1/4NS,"INJ,SOLN",6,CS,28.68,0.008,ML,14000,0.002,MILLILITERS,,1000 ML,BAG,TN102 IV SOLUTIONS WITH ELECTROLYTES,00338-0085-04,IX,(BAXTER),,,,[],[],[],DEXTROSE/SODIUM CHLORIDE,2009-06-24,240,309806,
83768,zzdexTROSE 5% IN 0.9% NACL 500ML,DEXTROSE 5% IN 1/4NS,"INJ,SOLN",,,,,,,,MILLILITERS,,10 X 500 ML,CONTAINER,TN102 IV SOLUTIONS WITH ELECTROLYTES,,I,,,,,[],[],[],DEXTROSE/SODIUM CHLORIDE,2005-05-11,240,197587,
4494,zzdexTROSE 5% IN 1/2NS W 20MEQ KCL,ZZ DEXTROSE/NORMAL SALINE/KCL,"INJ,SOLN",,CS,13.56,,BG,12,1.130,MILLILITERS,,,,TN102 IV SOLUTIONS WITH ELECTROLYTES,,I,,,,,[],[],[],,2009-06-07,1299,,
4513,zzdexTROSE 5% IN 1/2NS W 40MEQ KCL,,,,,,,,,,EACH,,,,,,O,,,,,[],[],[],,1993-07-21,,,N/F
83767,zzdexTROSE 5% IN 1/4NS 250ML,DEXTROSE 5% IN 1/4NS,"INJ,SOLN",,,,,,,,EACH,,,,TN102 IV SOLUTIONS WITH ELECTROLYTES,,I,,,,,[],[],[],,2005-05-11,240,,
4518,zzdexTROSE 5% IN 1/4NS W 40MEQ KCL,,,,,,,,,,MILLILITERS,,,,TN102 IV SOLUTIONS WITH ELECTROLYTES,,O,,,,,[],[],[],,1997-02-23,,,N/F
4515,zzdexTROSE 5% IN1/4NS W 20MEQ KCL,,,,CS,12.90,,BG,12,1.075,EACH,,,,,,O,,,,,[],[],[],,1993-07-21,,,N/F
83772,zzdexTROSE 5% WITH 20MEQ KCL 1000ML,,,,,,,,,,EACH,,,,,,O,,,,,[],[],[],,1993-07-21,,,
1669,zzdexTROSE 70% GLASS 1000ML,DEXTROSE 50%,"INJ,SOLN",,CS,9.61,,BT,6,1.602,MILLILITERS,,1000 ML,BOTTLE,TN101 IV SOLUTIONS WITHOUT ELECTROLYTES,,,,,,,[],[],[],DEXTROSE,2005-05-11,239,237656,
84281,zzdiaPHRAGM 60 MM KIT,ZZ DIAPHRAGM,DIAPHRAGM,P,EA,,00039.440000,EA,1,,EACH,,,,"XA900 SUPPLIES,OTHER",00062-3302-00,IOU,,,,,[],[],[],,2005-03-01,334,,
84282,zzdiaPHRAGM 65 MM KIT,ZZ DIAPHRAGM,DIAPHRAGM,S,EA,4.58,00042.000000,EA,1,4.580,EACH,DIAPHRAGM KIT ALL-FLEX 65MM,1,KIT,"XA900 SUPPLIES,OTHER",00396-4010-65,IOU,,,,,[],"[{""LocalPossibleDosage"": ""DIAPHRAGM"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],DIAPHRAGM,2005-03-01,334,,
84283,zzdiaPHRAGM 70 MM KIT,ZZ DIAPHRAGM,DIAPHRAGM,S,EA,4.94,00042.000000,EA,1,4.940,EACH,DIAPHRAGM KIT ALL-FLEX 70MM,1,KIT,"XA900 SUPPLIES,OTHER",00396-4010-70,IOU,,,,,[],"[{""LocalPossibleDosage"": ""DIAPHRAGM"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],DIAPHRAGM,2005-03-01,334,,
1365,zzdiaPHRAGM 80 MM KIT,ZZ DIAPHRAGM,DIAPHRAGM,S,EA,4.33,,EA,1,4.330,EACH,DIAPHRAGM KIT ALL-FLEX 80MM,1,KIT,"XA900 SUPPLIES,OTHER",00396-0410-85,IOU,,,,,[],"[{""LocalPossibleDosage"": ""DIAPHRAGM"", ""NumericDose"": """", ""DoseUnit"": """"}]",[],DIAPHRAGM,2005-03-01,334,,
84285,zzdiaPHRAGM 85 MM KIT,ZZ DIAPHRAGM,DIAPHRAGM,6S,EA,4.06,00042.000000,EA,1,4.060,EACH,,,,"XA900 SUPPLIES,OTHER",00396-4010-80,IOU,,,,,[],[],[],,2005-03-01,334,,
1327,zzdiaPHRAGM 90 MM KIT,ZZ DIAPHRAGM,DIAPHRAGM,6,EA,,00039.440000,UNIT,1,0.000,EACH,,,,"XA900 SUPPLIES,OTHER",00062-3308-00,IOU,,,,,[],[],[],,2005-03-01,334,,
1366,zzdiaPHRAGM 95 MM KIT,ZZ DIAPHRAGM,DIAPHRAGM,6,EA,,00039.440000,EA,1,0.000,EACH,,,,"XA900 SUPPLIES,OTHER",00062-3309-00,IOU,,,,,[],[],[],,2005-03-01,334,,
84057,zzdiaZEPAM 1 MG/ML SUSP,ZZ DIAZEPAM,SUSP,4AB,,,,ML,,,EACH,,,,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,0172-3296-70,IOU,**COMPOUND**,,,,[],[],[],,2004-09-08,1300,,
1519,zzdiaZEPAM 1MG/ML SOLN,DIAZEPAM 5MG/5ML,"SOLN,ORAL",4R,BT,,,ML,,,MILLILITERS,DIAZEPAM 5MG/5ML ORAL SOLN,500 ML,BOTTLE,CN302 BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,00054-3188-63,IOU,,,5,MG/5ML,"[{""Dose"": ""5"", ""DispenseUnitsPerDose"": ""1""}, {""Dose"": ""10"", ""DispenseUnitsPerDose"": ""2""}]",[],[],DIAZEPAM,2005-02-20,442,309843,
